seed,phenomenon,reward,source_domain,target_domain,train_rho,target_rho,reward_model,weight_decay,bottleneck_dim,source_accuracy,target_accuracy,conflict_accuracy,source_reward_true_corr,target_reward_true_corr,target_reward_spur_corr,agop_source_target_abs_cosine,agop_top_true_alignment,agop_top_spur_alignment,transfer_spurious_score,label_flip_signal,shared_direction_signal,spurious_sensitivity,true_sensitivity,abs_spurious_over_true_sensitivity,probe_abs_cos_true_spur,probe_r2_true,probe_r2_spur
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,0.0,3,0.90375,0.745,0.44375,0.9169410248044677,-0.25545492308963785,0.30640993454926385,0.9123131845950369,0.6380740884449128,0.08836510990843562,0.06547906570227865,True,True,7.806967861454772,15.899246726924561,0.4910275307718869,0.9871796105351325,0.5050579910094839,0.5258938911385018
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,0.001,3,0.90375,0.745,0.4425,0.9170889280851945,-0.2539127491773153,0.3048776474480091,0.91404939734243,0.6374206745209975,0.08842541371497767,0.06489200743165503,True,True,7.787999046963576,15.859463275067974,0.4910632164460936,0.9871671895255331,0.504825540333836,0.5256219063609131
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,0.01,3,0.90625,0.75125,0.44875,0.9183980785903358,-0.23209199904470848,0.2831895540227914,0.9382375445592097,0.625342476702366,0.08662306750718586,0.056634513330487996,True,True,7.619563914685798,15.517117742363983,0.4910424758770298,0.9870355624246177,0.4981939853402112,0.5184584794822585
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,0.1,3,0.905,0.755,0.395,0.9242902965029345,-0.3177014605202347,0.36914940079190023,0.9935569818416649,0.43999628970244553,0.17714395743084319,0.10770169850868233,True,True,6.8683225340123455,12.785507799695752,0.5371959128737762,0.998847176134372,0.165023795162757,0.20167014606373468
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,0.5,3,0.915,0.70875,0.25,0.9314975623803853,-0.6745855016866215,0.721318192814841,0.8862273966829344,0.6956902855695136,0.4339107718498977,0.40168978090278695,True,True,4.617309640870777,7.292262890738435,0.6331792627409262,0.9996748491549156,0.46325944377054007,0.5272071272670351
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,1.0,3,0.93,0.6175,0.16,0.9266501498402203,-0.8517806663029277,0.8873651178276447,0.9998641286465209,0.7584635519691345,0.5988353009779107,0.7003045032175945,True,True,3.557256787645684,4.597113117577413,0.7738023182514785,0.9997089811625031,0.7379764215307699,0.7997242517767117
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,compact_rm,0.0,3,0.88125,0.8025,0.745,0.8810765945234493,0.7158097267005594,-0.6866027731649698,0.996446407263982,0.7571231053428288,0.17496946384099354,0.0,False,True,4.497544677491018,13.989308262632294,0.32149871838228683,0.9997976247663704,0.5474744022828983,0.5091502808793625
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,compact_rm,0.001,3,0.88125,0.805,0.74375,0.8812122210946138,0.715898073384605,-0.6866841049359538,0.9963533729301292,0.7582942781116097,0.17527967965274777,0.0,False,True,4.485713287136288,13.954347323497068,0.3214563306434982,0.9997969858233698,0.5476159703829258,0.5092897090677507
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,compact_rm,0.01,3,0.8775,0.80625,0.74375,0.8824746076847295,0.7164720132759784,-0.6871638687640146,0.9958095185600986,0.7742177467770274,0.17978738757982926,0.0,False,True,4.382559929047557,13.644844027676585,0.32118798281300764,0.9997898961229339,0.5487328538712817,0.5103585041746408
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,compact_rm,0.1,3,0.8875,0.8175,0.74,0.8933366698471228,0.7175106074189197,-0.6868659551695532,0.9723011830974554,0.8709798599947648,0.21838659444873007,0.0,False,True,3.6034509547107683,11.149253954753314,0.32320108316973906,0.9997492601214512,0.5418247494086446,0.5018490400205723
