seed,phenomenon,reward,source_domain,target_domain,train_rho,target_rho,reward_model,bottleneck_dim,source_accuracy,target_accuracy,conflict_accuracy,source_reward_true_corr,target_reward_true_corr,target_reward_spur_corr,agop_source_target_abs_cosine,agop_top_true_alignment,agop_top_spur_alignment,transfer_spurious_score,label_flip_signal,shared_direction_signal,spurious_sensitivity,true_sensitivity,abs_spurious_over_true_sensitivity,probe_abs_cos_true_spur,probe_r2_true,probe_r2_spur
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,3,0.8766666666666667,0.47333333333333333,0.19,0.8596592347594485,-0.8299405544559384,0.8473368562287462,0.9992462066638661,0.5171198170642465,0.6093857357306457,0.6040903871356659,True,True,6.7464197098648295,5.743381550506418,1.1746424385247345,0.9994929304015093,0.7376913919843398,0.7616336307681578
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,balanced_rm,5,0.8866666666666667,0.41333333333333333,0.16,0.8757601017974574,-0.8465728145093122,0.8657116022560656,0.9942994033179569,0.48926164374131764,0.6918839568531964,0.6381751519258149,True,True,8.60360329553719,7.5959493918766094,1.1326567426499976,0.9999312755684034,0.7693135693268676,0.8039272580884548
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,less_compressed_rm,8,0.87,0.4666666666666667,0.18666666666666668,0.878440337302614,-0.8387375339167253,0.8595488623444859,0.9956268657107435,0.540400676713056,0.6319964903513204,0.6305296667823198,True,True,9.153190035623728,8.68450659905701,1.0539677679118362,0.9967656487720848,0.8029207848813488,0.8315606990141049
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,compact_rm,3,0.8533333333333334,0.5733333333333334,0.24,0.862424089971599,-0.7052224734658216,0.740232430458347,0.9989290333722771,0.6577853274660627,0.5963351173416634,0.44972783345463196,True,True,5.362788780793256,6.473877623553561,0.8283735177943602,0.9998980456270808,0.5321344171770479,0.5838520274206563
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,balanced_rm,5,0.8566666666666667,0.5266666666666666,0.24333333333333335,0.8616611800556883,-0.7516541359010347,0.7837963481836818,0.9944661526772827,0.6264373840956121,0.6422763418391179,0.5048330982809048,True,True,6.182440901079942,6.671913157573741,0.926636896354359,0.999203368916574,0.6970911720814599,0.7415290249029686
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,less_compressed_rm,8,0.8366666666666667,0.5366666666666666,0.21666666666666667,0.8789171261282368,-0.7092142716676982,0.7472575458712598,0.9951447154584488,0.6426150185092807,0.5893382936612596,0.46353437233185185,True,True,8.453290587125371,9.832386257130358,0.8597394738225547,0.9977341614662235,0.7520491099338293,0.7914558265653406
0,sycophancy,supportiveness,emotional_support,false_user_belief,0.93,-0.9,compact_rm,3,0.8766666666666667,0.2866666666666667,0.09666666666666666,0.8614740923428198,-0.8743482326079229,0.883508303628094,0.9995893846128802,0.3335587675686535,0.8049248272233942,0.6652102440558018,True,True,6.447746064202602,5.18310686120999,1.2439925004165133,0.999869874281003,0.7656289623289851,0.7820543974465526
0,sycophancy,supportiveness,emotional_support,false_user_belief,0.93,-0.9,balanced_rm,5,0.87,0.2866666666666667,0.11333333333333333,0.869177215347553,-0.8838422183271387,0.893018750948897,0.9988575050984663,0.352199053737471,0.8238838400906907,0.6852470756993073,True,True,8.923017163276311,6.566169914548671,1.3589379013030978,0.9959525377881197,0.781914913038333,0.7984975653449016
0,sycophancy,supportiveness,emotional_support,false_user_belief,0.93,-0.9,less_compressed_rm,8,0.8866666666666667,0.30666666666666664,0.1,0.8898328050287472,-0.9023248386788351,0.9114986621620043,0.9989143754211184,0.3668756497468809,0.8117765286941555,0.731064379621098,True,True,11.83466975175252,8.257710254227007,1.4331660215002722,0.9979369248391303,0.8234722808802857,0.8393508646627402
0,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,compact_rm,3,0.8566666666666667,0.26666666666666666,0.08666666666666667,0.8991781892456908,-0.8869518756541379,0.8938850063305819,0.999858166002163,0.28167243438048306,0.9068626184370709,0.7127970128225681,True,True,7.396720875062967,4.491452198746989,1.646843948851661,0.998329457472346,0.7871923616767702,0.8003265747184549
0,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,balanced_rm,5,0.8666666666666667,0.2733333333333333,0.08666666666666667,0.908251648304067,-0.9000669088418286,0.9068254658436351,0.9960280234124472,0.28142732603780474,0.9051431665878853,0.7383737607415167,True,True,9.834016631386158,5.546733314349252,1.7729384259282517,0.9964005715480565,0.8124123952012605,0.8261915162148472
0,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,less_compressed_rm,8,0.8733333333333333,0.28,0.08666666666666667,0.8999505236919406,-0.9114578482965608,0.9195873144862743,0.9950740977759461,0.2800062727179236,0.9026818704895411,0.7505914551582716,True,True,11.394009612488041,5.786994585870965,1.9688993040198601,0.9975659921964749,0.8342007856738357,0.8497973802968676
0,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,compact_rm,3,0.82,0.44,0.14,0.8236601411797478,-0.8184235160199983,0.8377692205822536,0.9986083320225364,0.48024146494859715,0.6969466781050568,0.5639566672401352,True,True,5.00846940274269,4.50267503364681,1.112331972730936,0.9996665211526816,0.6710736283138021,0.7025900146459316
0,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,balanced_rm,5,0.8133333333333334,0.44666666666666666,0.14,0.8579775367760031,-0.8373078593946635,0.8588410301862193,0.9311603508145405,0.45630798910943243,0.7094272085340302,0.5745109950474967,True,True,8.132763693271608,7.032893372360188,1.1563894492178703,0.9997376429285632,0.7549357233038284,0.7886788843068561
0,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,less_compressed_rm,8,0.8133333333333334,0.44333333333333336,0.12666666666666668,0.8418309804650115,-0.8679501880682656,0.885542111422022,0.9894635461744763,0.43870245534807656,0.6957502342557222,0.6402192423190155,True,True,8.268549190808839,6.80069319988208,1.2158391722408843,0.9985618537234591,0.7891228235181356,0.816125224096014
0,code_test_hacking,test_passing,general_code_quality,visible_test_overfitting,0.86,-0.78,compact_rm,3,0.86,0.5933333333333334,0.16666666666666666,0.8361607727801624,-0.8096775050593294,0.8453229550996475,0.9978819322046013,0.6137349446952235,0.7004310833824351,0.5710888551110053,True,True,5.465684726973256,5.731208496714219,0.9536705443724145,0.9999456784939075,0.673331977202134,0.7327026358450128
0,code_test_hacking,test_passing,general_code_quality,visible_test_overfitting,0.86,-0.78,balanced_rm,5,0.87,0.53,0.16,0.843798030163864,-0.803983295018795,0.8401043380996439,0.991877776619702,0.5339952785400559,0.6993453869724596,0.5652973108682264,True,True,6.457590384211422,6.406229150932298,1.0080173893360729,0.9987828760302255,0.6833404492152013,0.7418649892430522
0,code_test_hacking,test_passing,general_code_quality,visible_test_overfitting,0.86,-0.78,less_compressed_rm,8,0.8566666666666667,0.54,0.15333333333333332,0.8674001145928893,-0.8295944312990795,0.8673092010665672,0.9917065467171025,0.5268424266830914,0.6605172520459033,0.6189312876567233,True,True,7.9969655254531,7.875800883994258,1.015384421628165,0.9913546726524364,0.7737107481457562,0.8214447188411436
