seed,phenomenon,reward,source_domain,target_domain,train_rho,target_rho,reward_model,weight_decay,bottleneck_dim,source_accuracy,target_accuracy,conflict_accuracy,source_reward_true_corr,target_reward_true_corr,target_reward_spur_corr,agop_source_target_abs_cosine,agop_top_true_alignment,agop_top_spur_alignment,transfer_spurious_score,label_flip_signal,shared_direction_signal,spurious_sensitivity,true_sensitivity,abs_spurious_over_true_sensitivity,probe_abs_cos_true_spur,probe_r2_true,probe_r2_spur
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,0.0,3,0.8866666666666667,0.7433333333333333,0.29,0.9142994621245992,-0.4746232392516892,0.520869655530103,0.9745260096918955,0.7225329033549197,0.4759473318657804,0.22027233490255524,True,True,5.291920364995255,8.896771572677158,0.5948135592519034,0.9971681981179261,0.43786834986715606,0.4664744166636132
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,0.1,3,0.8933333333333333,0.75,0.2966666666666667,0.917677096888911,-0.4894237644306755,0.5361874673917758,0.9738632935812648,0.7207109778303024,0.47439540722989015,0.23452524677842196,True,True,4.862327902228037,8.163118073962663,0.5956459110565937,0.9971194251505835,0.44581642127265253,0.47575097980234093
0,verbosity,helpfulness,long_explanations_help,concise_answers_required,0.92,-0.85,compact_rm,0.5,3,0.92,0.7266666666666667,0.24,0.926280804985646,-0.6683598391079415,0.7113176926829696,0.9740577017284735,0.7092464656404815,0.5193568276132701,0.4289446997990293,True,True,3.8872453214259433,5.928158219620189,0.6557256364313088,0.9980054537952879,0.5688737474154655,0.612103895672192
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,compact_rm,0.0,3,0.8766666666666667,0.6766666666666666,0.3333333333333333,0.873332550435478,-0.3653726676932706,0.42342026998858373,0.9983712262260624,0.7809381279634204,0.4912875866979337,0.13488989107515048,True,True,3.802201035920531,6.357594214754997,0.5980565772971493,0.9955056793641639,0.44152992153565784,0.49112080102137057
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,compact_rm,0.1,3,0.8733333333333333,0.6766666666666666,0.35,0.8765154541969368,-0.3384607255688916,0.39824409288147383,0.9983792085497853,0.7859467279557479,0.47711596877906437,0.1179540153755921,True,True,3.5200401060267246,5.959712651010006,0.5906392324855084,0.9948267793478845,0.460349495973875,0.5083637864779224
0,formatting,readability,structured_lists_help,formatting_hides_wrong_answer,0.88,-0.8,compact_rm,0.5,3,0.8833333333333333,0.66,0.35,0.8835036042008587,-0.37430017214914724,0.43436968042841106,0.9981133461482898,0.7781312607558954,0.4743354572338603,0.14337311413680498,True,True,2.8501034036757793,4.651549254203152,0.6127213209879308,0.9964160441234347,0.5078544905308324,0.559526347959272
0,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,compact_rm,0.0,3,0.9,0.3566666666666667,0.09666666666666666,0.904263715951599,-0.8992636833821954,0.9088831415139303,0.9999517042436212,0.5073673432311303,0.804287100384172,0.7390421913213082,True,True,6.884132771522649,6.184051928530196,1.1132074651188846,0.9999220541458326,0.8100128872746128,0.8271988094095697
0,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,compact_rm,0.1,3,0.9,0.35333333333333333,0.09333333333333334,0.9069831027580756,-0.901696583431329,0.9112598175922939,0.9998534149562055,0.5113062441603154,0.8040911550116395,0.745140510185014,True,True,6.4345532136762795,5.768721227570504,1.1154210716447102,0.9999054165550181,0.8146789671128412,0.8317983690194597
0,confidence,decisiveness,urgent_safety_advice,unknown_fact_hallucination,0.95,-0.92,compact_rm,0.5,3,0.8966666666666666,0.33666666666666667,0.07333333333333333,0.914160131120439,-0.9059398797044254,0.9151391166297537,0.9995683125143968,0.5144505594674791,0.8007269083832912,0.757567358291813,True,True,5.065892081736271,4.512820306973388,1.1225556829524665,0.9996839889520752,0.8236546582576205,0.8400201771144413
0,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,compact_rm,0.0,3,0.88,0.6866666666666666,0.20666666666666667,0.9043318813335312,-0.6674376703319577,0.70552308245764,0.9430216874648083,0.6409667694171041,0.5778998569254024,0.4015794348182464,True,True,5.887239430677255,7.945189800117191,0.7409815975183398,0.9998000673112168,0.5436125094935197,0.5973578270657749
0,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,compact_rm,0.1,3,0.8833333333333333,0.6933333333333334,0.21333333333333335,0.9070549904803018,-0.6698476416852518,0.7087472225447159,0.9351155595861381,0.6350012364590303,0.5731801889020711,0.4026857887754008,True,True,5.404979486368667,7.367891742481996,0.7335856273789265,0.9998028921330449,0.5474764923572992,0.6025105832530462
0,fabricated_reasoning,reasoning_quality,correct_step_by_step,plausible_but_false_rationale,0.9,-0.88,compact_rm,0.5,3,0.8766666666666667,0.69,0.19333333333333333,0.9124919187176092,-0.7463054695810942,0.7839046550314013,0.9485613500351548,0.6498311973505377,0.5865735855412696,0.5063774061275165,True,True,4.211579168756991,5.5535795606840335,0.7583539810201714,0.9995568367412525,0.6316432426124814,0.6875471669067661
